Launching LogDate version 1.2.1
Objective function: wLogDate
Finished initialization with random seed 171
Initial state:
mu = 0.0010304883384318012
fx = 199.396094452461
Maximum constraint violation: 1.9081958235744878e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|  25   |  25   |  567  | +3.7086e+02 | 7.79e+00 | 8.89e-03 | 4.34e-17 | 2.64e+08 |  1.00e-01   |   3   |
|  26   |  26   |  568  | +3.1742e+02 | 5.46e+01 | 7.06e-03 | 4.03e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  27   |  27   |  570  | +3.1742e+02 | 5.46e+00 | 7.06e-03 | 4.03e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  28   |  28   |  571  | +2.8637e+02 | 3.82e+01 | 5.14e-03 | 3.30e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  29   |  29   |  573  | +2.8637e+02 | 3.82e+00 | 5.14e-03 | 3.30e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  30   |  30   |  574  | +2.6740e+02 | 2.67e+01 | 3.05e-03 | 2.69e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  31   |  31   |  575  | +2.3322e+02 | 4.70e+01 | 1.63e-03 | 2.80e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  32   |  32   |  578  | +2.3322e+02 | 4.70e+00 | 1.63e-03 | 2.80e-17 | 2.64e+08 |  1.00e-01   |   3   |
|  33   |  33   |  579  | +2.1455e+02 | 3.29e+01 | 1.10e-03 | 3.64e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  34   |  34   |  582  | +2.1455e+02 | 3.29e+00 | 1.10e-03 | 3.64e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  35   |  35   |  583  | +2.0341e+02 | 2.30e+01 | 7.95e-04 | 3.21e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  36   |  36   |  586  | +2.0341e+02 | 2.30e+00 | 7.95e-04 | 3.21e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  37   |  37   |  587  | +1.9650e+02 | 1.61e+01 | 6.12e-04 | 2.08e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  38   |  38   |  589  | +1.9650e+02 | 1.61e+00 | 6.12e-04 | 2.08e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  39   |  39   |  590  | +1.9208e+02 | 1.13e+01 | 5.00e-04 | 2.26e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  40   |  40   |  591  | +1.7885e+02 | 3.21e+01 | 2.93e-04 | 3.47e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  41   |  41   |  594  | +1.7885e+02 | 5.57e+00 | 2.93e-04 | 3.47e-17 | 2.64e+08 |  1.00e-01   |   3   |
|  42   |  42   |  595  | +1.6696e+02 | 3.57e+01 | 2.42e-04 | 2.54e-17 | 2.64e+08 |  1.00e-01   |   2   |
|  43   |  42   |  595  | +1.6696e+02 | 1.79e+02 | 7.88e-03 | 2.54e-17 | 1.00e+00 |  2.00e-02   |   0   |
|  44   |  43   |  605  | +1.6696e+02 | 5.93e+01 | 7.88e-03 | 2.54e-17 | 1.00e+00 |  2.00e-02   |   3   |
|  45   |  44   |  614  | +1.6696e+02 | 2.39e+01 | 7.88e-03 | 2.54e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  46   |  45   |  616  | +1.0768e+02 | 1.42e+02 | 2.67e-03 | 6.23e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  47   |  46   |  622  | +1.0768e+02 | 1.42e+01 | 2.67e-03 | 6.23e-16 | 1.00e+00 |  2.00e-02   |   3   |
|  48   |  47   |  625  | +9.6003e+01 | 7.46e+01 | 1.38e-03 | 3.50e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  49   |  48   |  631  | +9.6003e+01 | 1.48e+01 | 1.38e-03 | 3.50e-05 | 1.00e+00 |  2.00e-02   |   3   |
|  50   |  49   |  634  | +9.6003e+01 | 4.08e+00 | 1.38e-03 | 3.50e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  51   |  50   |  636  | +9.4323e+01 | 2.21e+01 | 3.50e-04 | 1.58e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  52   |  51   |  639  | +9.4323e+01 | 2.21e+00 | 3.50e-04 | 1.58e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  53   |  52   |  641  | +9.3561e+01 | 1.55e+01 | 5.95e-04 | 5.55e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  54   |  54   |  646  | +9.3561e+01 | 1.55e+00 | 5.95e-04 | 5.55e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  55   |  56   |  648  | +9.3561e+01 | 7.74e-01 | 5.95e-04 | 5.55e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  56   |  57   |  649  | +9.3481e+01 | 5.42e+00 | 3.93e-04 | 1.60e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  57   |  58   |  653  | +9.3481e+01 | 5.42e-01 | 3.93e-04 | 1.60e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  58   |  59   |  654  | +9.3402e+01 | 3.79e+00 | 3.36e-04 | 2.08e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  59   |  61   |  658  | +9.3402e+01 | 3.79e-01 | 3.36e-04 | 2.08e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  60   |  62   |  659  | +9.3349e+01 | 2.66e+00 | 1.84e-04 | 1.56e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  61   |  64   |  663  | +9.3349e+01 | 2.66e-01 | 1.84e-04 | 1.56e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  62   |  65   |  664  | +9.3320e+01 | 1.86e+00 | 9.14e-05 | 1.47e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  63   |  66   |  668  | +9.3320e+01 | 1.86e-01 | 9.14e-05 | 1.47e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  64   |  67   |  669  | +9.3297e+01 | 1.30e+00 | 2.35e-05 | 1.60e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  65   |  68   |  671  | +9.3190e+01 | 1.30e+00 | 6.70e-05 | 5.38e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  66   |  69   |  673  | +9.3180e+01 | 4.14e+00 | 3.78e-05 | 2.08e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  67   |  70   |  675  | +9.3176e+01 | 4.14e+00 | 3.08e-05 | 2.60e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  68   |  70   |  675  | +9.3176e+01 | 2.07e+01 | 1.06e-03 | 2.60e-17 | 1.00e+00 |  4.00e-03   |   0   |
|  69   |  71   |  679  | +9.0357e+01 | 4.45e+01 | 1.80e-04 | 2.01e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  70   |  72   |  681  | +9.0407e+01 | 4.45e+01 | 8.27e-05 | 2.52e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  71   |  73   |  689  | +9.0251e+01 | 4.45e+01 | 5.62e-05 | 7.75e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  72   |  74   |  691  | +9.0235e+01 | 4.45e+01 | 4.21e-05 | 8.46e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  73   |  75   |  693  | +9.0228e+01 | 4.45e+01 | 1.22e-05 | 1.39e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  74   |  76   |  696  | +9.0227e+01 | 4.45e+01 | 3.56e-06 | 4.86e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  75   |  76   |  696  | +9.0227e+01 | 2.22e+02 | 1.96e-04 | 4.86e-17 | 1.00e+00 |  8.00e-04   |   0   |
|  76   |  77   |  698  | +9.0124e+01 | 2.22e+02 | 4.75e-05 | 7.81e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  77   |  78   |  701  | +9.0118e+01 | 2.22e+02 | 2.42e-05 | 2.60e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  78   |  79   |  703  | +9.0117e+01 | 2.22e+02 | 5.41e-06 | 1.69e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  79   |  79   |  703  | +9.0117e+01 | 1.11e+03 | 3.81e-05 | 1.69e-17 | 1.00e+00 |  1.60e-04   |   0   |
|  80   |  80   |  705  | +9.0113e+01 | 1.11e+03 | 8.29e-06 | 3.30e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  81   |  81   |  708  | +9.0112e+01 | 1.11e+03 | 4.81e-06 | 1.95e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  82   |  82   |  710  | +9.0112e+01 | 1.11e+03 | 7.78e-07 | 1.91e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  83   |  82   |  710  | +9.0112e+01 | 5.56e+03 | 7.64e-06 | 1.91e-17 | 1.00e+00 |  3.20e-05   |   0   |
|  84   |  83   |  712  | +9.0112e+01 | 5.56e+03 | 1.95e-06 | 1.27e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  85   |  84   |  715  | +9.0112e+01 | 5.56e+03 | 1.19e-06 | 2.40e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  86   |  85   |  717  | +9.0112e+01 | 5.56e+03 | 2.32e-07 | 1.39e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  87   |  85   |  717  | +9.0112e+01 | 2.78e+04 | 1.52e-06 | 1.39e-17 | 1.00e+00 |  6.40e-06   |   0   |
|  88   |  86   |  719  | +9.0112e+01 | 2.78e+04 | 3.36e-07 | 2.08e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  89   |  87   |  722  | +9.0112e+01 | 2.78e+04 | 2.01e-07 | 1.51e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  90   |  88   |  724  | +9.0112e+01 | 2.78e+04 | 3.49e-08 | 1.13e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  91   |  89   |  727  | +9.0112e+01 | 2.78e+04 | 7.77e-09 | 1.99e-17 | 1.00e+00 |  6.40e-06   |   4   |

`gtol` termination condition is satisfied.
Number of iterations: 91, function evaluations: 89, CG iterations: 727, optimality: 7.77e-09, constraint violation: 1.99e-17, execution time:  4.1 s.
Found local optimal for Initial point 2
Initial state:
mu = 0.0010622224226164083
fx = 197.2075985054669
Maximum constraint violation: 2.0816681711721685e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +1.9721e+02 | 1.00e+00 | 8.92e+08 | 2.86e-17 | 1.00e+00 |  1.00e-01   |   0   |
|   2   |   2   |  212  | +5.3242e+02 | 6.22e+00 | 4.25e+08 | 3.07e-01 | 2.41e+06 |  1.00e-01   |   4   |
|   3   |   3   |  300  | +1.3820e+03 | 3.51e+01 | 1.80e+08 | 1.30e-01 | 3.54e+06 |  1.00e-01   |   4   |
|   4   |   4   |  335  | +2.1470e+03 | 6.91e+01 | 5.66e+07 | 1.71e-01 | 5.35e+06 |  1.00e-01   |   4   |
|   5   |   5   |  358  | +2.5236e+03 | 6.91e+01 | 2.04e+07 | 1.33e-01 | 5.35e+06 |  1.00e-01   |   4   |
|   6   |   6   |  369  | +2.7655e+03 | 6.91e+01 | 6.45e+06 | 8.20e-02 | 5.35e+06 |  1.00e-01   |   4   |
|   7   |   7   |  376  | +2.9748e+03 | 6.91e+01 | 1.56e+06 | 3.65e-02 | 5.35e+06 |  1.00e-01   |   4   |
|   8   |   8   |  383  | +3.1594e+03 | 6.91e+01 | 2.46e+05 | 2.38e-02 | 5.35e+06 |  1.00e-01   |   4   |
|   9   |   9   |  390  | +3.2589e+03 | 6.91e+01 | 3.27e+04 | 5.96e-03 | 5.35e+06 |  1.00e-01   |   4   |
|  10   |  10   |  397  | +3.3103e+03 | 6.91e+01 | 2.91e+03 | 3.68e-03 | 5.35e+06 |  1.00e-01   |   4   |
|  11   |  11   |  404  | +3.3376e+03 | 6.91e+01 | 1.74e+00 | 5.30e-05 | 5.35e+06 |  1.00e-01   |   4   |
|  12   |  12   |  411  | +3.3354e+03 | 6.91e+01 | 1.23e+00 | 9.68e-16 | 4.53e+08 |  1.00e-01   |   4   |
|  13   |  13   |  412  | +2.1803e+03 | 2.14e+02 | 6.07e-01 | 8.17e-15 | 4.53e+08 |  1.00e-01   |   2   |
|  14   |  14   |  416  | +2.1803e+03 | 2.14e+01 | 6.07e-01 | 8.17e-15 | 4.53e+08 |  1.00e-01   |   2   |
|  15   |  15   |  417  | +1.5940e+03 | 1.50e+02 | 3.17e-01 | 3.42e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  16   |  16   |  423  | +1.5940e+03 | 1.50e+01 | 3.17e-01 | 3.42e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  17   |  17   |  424  | +1.2830e+03 | 1.05e+02 | 1.97e-01 | 4.42e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  18   |  18   |  427  | +1.2830e+03 | 1.05e+01 | 1.97e-01 | 4.42e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  19   |  19   |  428  | +1.1044e+03 | 7.34e+01 | 1.34e-01 | 2.43e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  20   |  20   |  429  | +6.5961e+02 | 1.60e+02 | 4.01e-02 | 2.36e-16 | 4.53e+08 |  1.00e-01   |   2   |
|  21   |  21   |  434  | +6.5961e+02 | 1.60e+01 | 4.01e-02 | 2.36e-16 | 4.53e+08 |  1.00e-01   |   3   |
|  22   |  22   |  435  | +4.6286e+02 | 1.12e+02 | 1.59e-02 | 7.20e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  23   |  23   |  439  | +4.6286e+02 | 1.12e+01 | 1.59e-02 | 7.20e-17 | 4.53e+08 |  1.00e-01   |   3   |
|  24   |  24   |  440  | +3.6504e+02 | 7.82e+01 | 8.73e-03 | 2.95e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  25   |  25   |  443  | +3.6504e+02 | 7.82e+00 | 8.73e-03 | 2.95e-17 | 4.53e+08 |  1.00e-01   |   3   |
|  26   |  26   |  444  | +3.1207e+02 | 5.48e+01 | 6.90e-03 | 4.08e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  27   |  27   |  446  | +3.1207e+02 | 5.48e+00 | 6.90e-03 | 4.08e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  28   |  28   |  447  | +2.8140e+02 | 3.83e+01 | 4.77e-03 | 3.07e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  29   |  29   |  449  | +2.8140e+02 | 3.83e+00 | 4.77e-03 | 3.07e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  30   |  30   |  450  | +2.6270e+02 | 2.68e+01 | 2.63e-03 | 2.90e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  31   |  31   |  451  | +2.3062e+02 | 4.53e+01 | 1.40e-03 | 3.17e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  32   |  32   |  454  | +2.3062e+02 | 4.53e+00 | 1.40e-03 | 3.17e-17 | 4.53e+08 |  1.00e-01   |   3   |
|  33   |  33   |  455  | +2.1299e+02 | 3.17e+01 | 9.63e-04 | 3.47e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  34   |  34   |  458  | +2.1299e+02 | 3.17e+00 | 9.63e-04 | 3.47e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  35   |  35   |  459  | +2.0243e+02 | 2.22e+01 | 7.05e-04 | 2.43e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  36   |  36   |  461  | +2.0243e+02 | 2.22e+00 | 7.05e-04 | 2.43e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  37   |  37   |  462  | +1.9585e+02 | 1.55e+01 | 5.49e-04 | 2.78e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  38   |  38   |  464  | +1.9585e+02 | 1.55e+00 | 5.49e-04 | 2.78e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  39   |  39   |  465  | +1.9163e+02 | 1.09e+01 | 4.52e-04 | 4.41e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  40   |  40   |  466  | +1.7860e+02 | 3.19e+01 | 2.88e-04 | 3.37e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  41   |  42   |  469  | +1.7860e+02 | 5.77e+00 | 2.88e-04 | 3.37e-17 | 4.53e+08 |  1.00e-01   |   3   |
|  42   |  43   |  470  | +1.6704e+02 | 3.51e+01 | 2.42e-04 | 3.17e-17 | 4.53e+08 |  1.00e-01   |   2   |
|  43   |  43   |  470  | +1.6704e+02 | 1.75e+02 | 7.87e-03 | 3.17e-17 | 1.00e+00 |  2.00e-02   |   0   |
|  44   |  44   |  479  | +1.6704e+02 | 2.38e+01 | 7.87e-03 | 3.17e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  45   |  45   |  481  | +1.0769e+02 | 1.42e+02 | 2.67e-03 | 1.60e-15 | 1.00e+00 |  2.00e-02   |   2   |
|  46   |  46   |  487  | +1.0769e+02 | 1.42e+01 | 2.67e-03 | 1.60e-15 | 1.00e+00 |  2.00e-02   |   3   |
|  47   |  47   |  490  | +9.6011e+01 | 7.46e+01 | 1.38e-03 | 3.47e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  48   |  48   |  496  | +9.6011e+01 | 1.54e+01 | 1.38e-03 | 3.47e-05 | 1.00e+00 |  2.00e-02   |   3   |
|  49   |  49   |  499  | +9.6011e+01 | 4.06e+00 | 1.38e-03 | 3.47e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  50   |  50   |  501  | +9.4332e+01 | 2.22e+01 | 3.50e-04 | 1.37e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  51   |  51   |  504  | +9.4332e+01 | 2.22e+00 | 3.50e-04 | 1.37e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  52   |  52   |  506  | +9.3574e+01 | 1.55e+01 | 5.80e-04 | 3.12e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  53   |  53   |  511  | +9.3574e+01 | 1.55e+00 | 5.80e-04 | 3.12e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  54   |  53   |  513  | +9.3574e+01 | 7.75e-01 | 5.80e-04 | 3.12e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  55   |  54   |  514  | +9.3491e+01 | 5.43e+00 | 3.90e-04 | 1.73e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  56   |  56   |  518  | +9.3491e+01 | 5.43e-01 | 3.90e-04 | 1.73e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  57   |  57   |  519  | +9.3409e+01 | 3.80e+00 | 3.23e-04 | 2.43e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  58   |  59   |  523  | +9.3409e+01 | 3.80e-01 | 3.23e-04 | 2.43e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  59   |  60   |  524  | +9.3354e+01 | 2.66e+00 | 1.72e-04 | 1.56e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  60   |  61   |  528  | +9.3354e+01 | 2.66e-01 | 1.72e-04 | 1.56e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  61   |  62   |  529  | +9.3325e+01 | 1.86e+00 | 8.04e-05 | 1.97e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  62   |  63   |  531  | +9.3325e+01 | 1.86e-01 | 8.04e-05 | 1.97e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  63   |  64   |  532  | +9.3301e+01 | 1.30e+00 | 2.12e-05 | 2.13e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  64   |  66   |  533  | +9.3301e+01 | 6.52e-01 | 2.12e-05 | 2.13e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  65   |  67   |  534  | +9.3231e+01 | 4.56e+00 | 7.16e-05 | 1.99e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  66   |  67   |  534  | +9.3231e+01 | 2.28e+01 | 1.06e-03 | 1.99e-17 | 1.00e+00 |  4.00e-03   |   0   |
|  67   |  68   |  538  | +9.0354e+01 | 4.55e+01 | 2.21e-04 | 2.22e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  68   |  69   |  540  | +9.0405e+01 | 4.55e+01 | 9.67e-05 | 1.34e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  69   |  70   |  548  | +9.0250e+01 | 4.55e+01 | 1.84e-05 | 4.28e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  70   |  71   |  550  | +9.0233e+01 | 4.55e+01 | 6.90e-06 | 3.12e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  71   |  72   |  552  | +9.0228e+01 | 4.55e+01 | 3.43e-06 | 2.08e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  72   |  73   |  554  | +9.0227e+01 | 4.55e+01 | 5.33e-06 | 2.43e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  73   |  73   |  554  | +9.0227e+01 | 2.27e+02 | 1.97e-04 | 2.43e-17 | 1.00e+00 |  8.00e-04   |   0   |
|  74   |  74   |  556  | +9.0124e+01 | 2.27e+02 | 4.00e-05 | 1.39e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  75   |  75   |  559  | +9.0117e+01 | 2.27e+02 | 2.13e-05 | 5.38e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  76   |  76   |  561  | +9.0117e+01 | 2.27e+02 | 4.74e-06 | 1.73e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  77   |  76   |  561  | +9.0117e+01 | 1.14e+03 | 3.82e-05 | 1.73e-17 | 1.00e+00 |  1.60e-04   |   0   |
|  78   |  77   |  563  | +9.0113e+01 | 1.14e+03 | 8.29e-06 | 3.64e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  79   |  78   |  566  | +9.0112e+01 | 1.14e+03 | 4.52e-06 | 1.50e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  80   |  79   |  568  | +9.0112e+01 | 1.14e+03 | 7.68e-07 | 1.56e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  81   |  79   |  568  | +9.0112e+01 | 5.69e+03 | 7.64e-06 | 1.56e-17 | 1.00e+00 |  3.20e-05   |   0   |
|  82   |  80   |  570  | +9.0112e+01 | 5.69e+03 | 1.67e-06 | 1.47e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  83   |  81   |  573  | +9.0112e+01 | 5.69e+03 | 8.88e-07 | 1.75e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  84   |  82   |  575  | +9.0112e+01 | 5.69e+03 | 2.21e-07 | 1.63e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  85   |  82   |  575  | +9.0112e+01 | 2.84e+04 | 1.52e-06 | 1.63e-17 | 1.00e+00 |  6.40e-06   |   0   |
|  86   |  83   |  577  | +9.0112e+01 | 2.84e+04 | 3.35e-07 | 1.39e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  87   |  84   |  580  | +9.0112e+01 | 2.84e+04 | 1.90e-07 | 1.65e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  88   |  85   |  582  | +9.0112e+01 | 2.84e+04 | 3.46e-08 | 1.39e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  89   |  86   |  585  | +9.0112e+01 | 2.84e+04 | 7.98e-09 | 1.39e-17 | 1.00e+00 |  6.40e-06   |   4   |

`gtol` termination condition is satisfied.
Number of iterations: 89, function evaluations: 86, CG iterations: 585, optimality: 7.98e-09, constraint violation: 1.39e-17, execution time:  3.7 s.
Found local optimal for Initial point 3
Initial state:
mu = 0.0010579759308171255
fx = 200.74776076300478
Maximum constraint violation: 1.5612511283791264e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +2.0075e+02 | 1.00e+00 | 8.96e+08 | 1.56e-17 | 1.00e+00 |  1.00e-01   |   0   |
|   2   |   2   |  233  | +5.3922e+02 | 6.21e+00 | 4.27e+08 | 3.07e-01 | 2.81e+06 |  1.00e-01   |   4   |
|   3   |   3   |  306  | +1.3800e+03 | 3.50e+01 | 1.81e+08 | 1.30e-01 | 4.19e+06 |  1.00e-01   |   4   |
|   4   |   4   |  388  | +2.1276e+03 | 6.94e+01 | 5.92e+07 | 5.52e-01 | 4.86e+06 |  1.00e-01   |   3   |
|   5   |   5   |  402  | +2.5306e+03 | 6.94e+01 | 5.84e+07 | 3.79e-01 | 4.86e+06 |  1.00e-01   |   3   |
|   6   |   6   |  407  | +2.7896e+03 | 6.94e+01 | 1.74e+07 | 2.54e-01 | 4.86e+06 |  1.00e-01   |   4   |
|   7   |   7   |  411  | +2.9747e+03 | 6.94e+01 | 4.70e+06 | 1.64e-01 | 4.86e+06 |  1.00e-01   |   4   |
|   8   |   8   |  415  | +3.1595e+03 | 6.94e+01 | 7.47e+05 | 7.70e-02 | 4.86e+06 |  1.00e-01   |   4   |
|   9   |   9   |  419  | +3.2574e+03 | 6.94e+01 | 1.04e+05 | 3.32e-02 | 4.86e+06 |  1.00e-01   |   4   |
|  10   |  10   |  423  | +3.3074e+03 | 6.94e+01 | 1.08e+04 | 1.11e-02 | 4.86e+06 |  1.00e-01   |   4   |
|  11   |  11   |  427  | +3.3334e+03 | 6.94e+01 | 2.28e+02 | 3.86e-04 | 4.86e+06 |  1.00e-01   |   4   |
|  12   |  12   |  431  | +3.3410e+03 | 6.94e+01 | 1.23e+00 | 1.83e-15 | 1.17e+07 |  1.00e-01   |   4   |
|  13   |  13   |  432  | +2.1809e+03 | 2.15e+02 | 6.04e-01 | 1.01e-14 | 1.17e+07 |  1.00e-01   |   2   |
|  14   |  14   |  436  | +2.1809e+03 | 2.15e+01 | 6.04e-01 | 1.01e-14 | 1.17e+07 |  1.00e-01   |   2   |
|  15   |  15   |  437  | +1.5931e+03 | 1.50e+02 | 3.33e-01 | 4.50e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  16   |  16   |  443  | +1.5931e+03 | 1.50e+01 | 3.33e-01 | 4.50e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  17   |  17   |  444  | +1.2815e+03 | 1.05e+02 | 2.14e-01 | 2.91e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  18   |  18   |  447  | +1.2815e+03 | 1.05e+01 | 2.14e-01 | 2.91e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  19   |  19   |  448  | +1.1026e+03 | 7.36e+01 | 1.46e-01 | 1.63e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  20   |  20   |  449  | +6.5645e+02 | 1.60e+02 | 4.07e-02 | 1.18e-16 | 1.17e+07 |  1.00e-01   |   2   |
|  21   |  21   |  454  | +6.5645e+02 | 1.60e+01 | 4.07e-02 | 1.18e-16 | 1.17e+07 |  1.00e-01   |   3   |
|  22   |  22   |  455  | +4.5948e+02 | 1.12e+02 | 1.58e-02 | 7.71e-17 | 1.17e+07 |  1.00e-01   |   2   |
|  23   |  23   |  459  | +4.5948e+02 | 1.12e+01 | 1.58e-02 | 7.71e-17 | 1.17e+07 |  1.00e-01   |   3   |
|  24   |  24   |  460  | +3.6177e+02 | 7.84e+01 | 8.62e-03 | 4.51e-17 | 1.17e+07 |  1.00e-01   |   2   |
|  25   |  25   |  463  | +3.6177e+02 | 7.84e+00 | 8.62e-03 | 4.51e-17 | 1.17e+07 |  1.00e-01   |   3   |
|  26   |  26   |  464  | +3.0906e+02 | 5.49e+01 | 6.78e-03 | 3.82e-17 | 1.17e+07 |  1.00e-01   |   2   |
|  27   |  27   |  466  | +3.0906e+02 | 5.49e+00 | 6.78e-03 | 3.82e-17 | 1.17e+07 |  1.00e-01   |   2   |
