Launching LogDate version 1.2.1
Objective function: wLogDate
Finished initialization with random seed 171
Initial state:
mu = 0.0010304883384318012
fx = 199.396094452461
Maximum constraint violation: 1.9081958235744878e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|   8   |   8   |  483  | +2.9765e+03 | 5.54e+01 | 1.61e+03 | 1.80e-01 | 2.66e+06 |  1.00e-01   |   3   |
|   9   |   9   |  486  | +3.1320e+03 | 5.55e+01 | 3.36e+02 | 1.02e-01 | 2.66e+06 |  1.00e-01   |   3   |
|  10   |  10   |  488  | +3.2531e+03 | 5.55e+01 | 4.80e+01 | 4.56e-02 | 2.66e+06 |  1.00e-01   |   4   |
|  11   |  11   |  490  | +3.3158e+03 | 5.55e+01 | 5.32e+00 | 1.73e-02 | 2.66e+06 |  1.00e-01   |   4   |
|  12   |  12   |  492  | +3.3492e+03 | 5.55e+01 | 1.25e+00 | 2.87e-03 | 2.66e+06 |  1.00e-01   |   4   |
|  13   |  13   |  495  | +3.3591e+03 | 5.55e+01 | 1.24e+00 | 9.71e-16 | 2.66e+06 |  1.00e-01   |   4   |
|  14   |  14   |  496  | +2.2109e+03 | 2.14e+02 | 6.33e-01 | 4.90e-15 | 2.66e+06 |  1.00e-01   |   2   |
|  15   |  15   |  500  | +2.2109e+03 | 2.14e+01 | 6.33e-01 | 4.90e-15 | 2.66e+06 |  1.00e-01   |   2   |
|  16   |  16   |  501  | +1.6234e+03 | 1.50e+02 | 3.46e-01 | 5.08e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  17   |  17   |  507  | +1.6234e+03 | 1.50e+01 | 3.46e-01 | 5.08e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  18   |  18   |  508  | +1.3101e+03 | 1.05e+02 | 2.25e-01 | 4.21e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  19   |  19   |  511  | +1.3101e+03 | 1.05e+01 | 2.25e-01 | 4.21e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  20   |  20   |  512  | +1.1298e+03 | 7.33e+01 | 1.54e-01 | 2.71e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  21   |  21   |  513  | +6.7013e+02 | 1.62e+02 | 4.20e-02 | 2.65e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  22   |  22   |  518  | +6.7013e+02 | 1.62e+01 | 4.20e-02 | 2.65e-16 | 2.66e+06 |  1.00e-01   |   2   |
|  23   |  23   |  519  | +4.6812e+02 | 1.13e+02 | 1.62e-02 | 5.20e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  24   |  24   |  523  | +4.6812e+02 | 1.13e+01 | 1.62e-02 | 5.20e-17 | 2.66e+06 |  1.00e-01   |   3   |
|  25   |  25   |  524  | +3.6771e+02 | 7.92e+01 | 8.69e-03 | 3.38e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  26   |  26   |  527  | +3.6771e+02 | 7.92e+00 | 8.69e-03 | 3.38e-17 | 2.66e+06 |  1.00e-01   |   3   |
|  27   |  27   |  528  | +3.1368e+02 | 5.54e+01 | 6.87e-03 | 2.95e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  28   |  28   |  530  | +3.1368e+02 | 5.54e+00 | 6.87e-03 | 2.95e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  29   |  29   |  531  | +2.8247e+02 | 3.88e+01 | 4.70e-03 | 3.73e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  30   |  30   |  533  | +2.8247e+02 | 3.88e+00 | 4.70e-03 | 3.73e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  31   |  31   |  534  | +2.6347e+02 | 2.72e+01 | 2.55e-03 | 4.86e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  32   |  32   |  535  | +2.3119e+02 | 4.55e+01 | 1.54e-03 | 4.10e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  33   |  33   |  538  | +2.3119e+02 | 4.55e+00 | 1.54e-03 | 4.10e-17 | 2.66e+06 |  1.00e-01   |   3   |
|  34   |  34   |  539  | +2.1345e+02 | 3.18e+01 | 1.05e-03 | 2.95e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  35   |  35   |  542  | +2.1345e+02 | 3.18e+00 | 1.05e-03 | 2.95e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  36   |  36   |  543  | +2.0282e+02 | 2.23e+01 | 7.67e-04 | 2.69e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  37   |  37   |  545  | +2.0282e+02 | 2.23e+00 | 7.67e-04 | 2.69e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  38   |  38   |  546  | +1.9621e+02 | 1.56e+01 | 5.95e-04 | 2.60e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  39   |  39   |  548  | +1.9621e+02 | 1.56e+00 | 5.95e-04 | 2.60e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  40   |  40   |  549  | +1.9196e+02 | 1.09e+01 | 4.89e-04 | 3.30e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  41   |  41   |  550  | +1.7877e+02 | 3.21e+01 | 3.06e-04 | 3.21e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  42   |  42   |  553  | +1.7877e+02 | 5.59e+00 | 3.06e-04 | 3.21e-17 | 2.66e+06 |  1.00e-01   |   3   |
|  43   |  43   |  554  | +1.6708e+02 | 3.53e+01 | 2.42e-04 | 2.91e-17 | 2.66e+06 |  1.00e-01   |   2   |
|  44   |  43   |  554  | +1.6708e+02 | 1.77e+02 | 7.88e-03 | 2.91e-17 | 1.00e+00 |  2.00e-02   |   0   |
|  45   |  44   |  563  | +1.6708e+02 | 2.39e+01 | 7.88e-03 | 2.91e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  46   |  45   |  565  | +1.0771e+02 | 1.42e+02 | 2.68e-03 | 7.57e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  47   |  46   |  571  | +1.0771e+02 | 1.42e+01 | 2.68e-03 | 7.57e-16 | 1.00e+00 |  2.00e-02   |   3   |
|  48   |  47   |  574  | +9.6009e+01 | 7.47e+01 | 1.38e-03 | 3.48e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  49   |  48   |  580  | +9.6009e+01 | 1.51e+01 | 1.38e-03 | 3.48e-05 | 1.00e+00 |  2.00e-02   |   3   |
|  50   |  49   |  583  | +9.6009e+01 | 4.08e+00 | 1.38e-03 | 3.48e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  51   |  50   |  585  | +9.4327e+01 | 2.22e+01 | 3.50e-04 | 2.69e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  52   |  51   |  588  | +9.4327e+01 | 2.22e+00 | 3.50e-04 | 2.69e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  53   |  52   |  590  | +9.3563e+01 | 1.55e+01 | 5.92e-04 | 4.77e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  54   |  54   |  595  | +9.3563e+01 | 1.55e+00 | 5.92e-04 | 4.77e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  55   |  56   |  597  | +9.3563e+01 | 7.76e-01 | 5.92e-04 | 4.77e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  56   |  57   |  598  | +9.3482e+01 | 5.43e+00 | 3.94e-04 | 1.65e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  57   |  58   |  602  | +9.3482e+01 | 5.43e-01 | 3.94e-04 | 1.65e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  58   |  59   |  603  | +9.3403e+01 | 3.80e+00 | 3.36e-04 | 1.66e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  59   |  61   |  607  | +9.3403e+01 | 3.80e-01 | 3.36e-04 | 1.66e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  60   |  62   |  608  | +9.3349e+01 | 2.66e+00 | 1.83e-04 | 1.34e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  61   |  64   |  612  | +9.3349e+01 | 2.66e-01 | 1.83e-04 | 1.34e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  62   |  65   |  613  | +9.3321e+01 | 1.86e+00 | 9.07e-05 | 1.60e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  63   |  66   |  617  | +9.3321e+01 | 1.86e-01 | 9.07e-05 | 1.60e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  64   |  67   |  618  | +9.3298e+01 | 1.30e+00 | 2.31e-05 | 1.63e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  65   |  68   |  620  | +9.3189e+01 | 1.30e+00 | 7.24e-05 | 2.26e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  66   |  69   |  622  | +9.3179e+01 | 4.12e+00 | 3.49e-05 | 1.80e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  67   |  70   |  624  | +9.3176e+01 | 4.12e+00 | 3.30e-05 | 1.73e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  68   |  70   |  624  | +9.3176e+01 | 2.06e+01 | 1.06e-03 | 1.73e-17 | 1.00e+00 |  4.00e-03   |   0   |
|  69   |  71   |  628  | +9.0357e+01 | 4.45e+01 | 1.81e-04 | 2.77e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  70   |  72   |  630  | +9.0407e+01 | 4.45e+01 | 8.30e-05 | 1.24e-16 | 1.00e+00 |  4.00e-03   |   4   |
|  71   |  73   |  638  | +9.0251e+01 | 4.45e+01 | 5.56e-05 | 1.48e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  72   |  74   |  640  | +9.0235e+01 | 4.45e+01 | 4.22e-05 | 7.11e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  73   |  75   |  642  | +9.0228e+01 | 4.45e+01 | 1.21e-05 | 1.30e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  74   |  76   |  645  | +9.0227e+01 | 4.45e+01 | 3.51e-06 | 1.91e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  75   |  76   |  645  | +9.0227e+01 | 2.22e+02 | 1.96e-04 | 1.91e-17 | 1.00e+00 |  8.00e-04   |   0   |
|  76   |  77   |  647  | +9.0124e+01 | 2.22e+02 | 4.75e-05 | 1.31e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  77   |  78   |  650  | +9.0118e+01 | 2.22e+02 | 2.42e-05 | 3.86e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  78   |  79   |  652  | +9.0117e+01 | 2.22e+02 | 5.41e-06 | 1.47e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  79   |  79   |  652  | +9.0117e+01 | 1.11e+03 | 3.81e-05 | 1.47e-17 | 1.00e+00 |  1.60e-04   |   0   |
|  80   |  80   |  654  | +9.0113e+01 | 1.11e+03 | 8.29e-06 | 5.03e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  81   |  81   |  657  | +9.0112e+01 | 1.11e+03 | 4.81e-06 | 1.73e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  82   |  82   |  659  | +9.0112e+01 | 1.11e+03 | 7.78e-07 | 2.19e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  83   |  82   |  659  | +9.0112e+01 | 5.56e+03 | 7.64e-06 | 2.19e-17 | 1.00e+00 |  3.20e-05   |   0   |
|  84   |  83   |  661  | +9.0112e+01 | 5.56e+03 | 1.95e-06 | 1.26e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  85   |  84   |  664  | +9.0112e+01 | 5.56e+03 | 1.19e-06 | 1.60e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  86   |  85   |  666  | +9.0112e+01 | 5.56e+03 | 2.32e-07 | 2.32e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  87   |  85   |  666  | +9.0112e+01 | 2.78e+04 | 1.52e-06 | 2.32e-17 | 1.00e+00 |  6.40e-06   |   0   |
|  88   |  86   |  668  | +9.0112e+01 | 2.78e+04 | 3.36e-07 | 1.79e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  89   |  87   |  671  | +9.0112e+01 | 2.78e+04 | 2.01e-07 | 1.82e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  90   |  88   |  673  | +9.0112e+01 | 2.78e+04 | 3.49e-08 | 1.91e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  91   |  89   |  676  | +9.0112e+01 | 2.78e+04 | 7.77e-09 | 1.91e-17 | 1.00e+00 |  6.40e-06   |   4   |

`gtol` termination condition is satisfied.
Number of iterations: 91, function evaluations: 89, CG iterations: 676, optimality: 7.77e-09, constraint violation: 1.91e-17, execution time:  3.9 s.
Found local optimal for Initial point 6
Initial state:
mu = 0.001077327791818686
fx = 186.09607839309456
Maximum constraint violation: 1.5612511283791264e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +1.8610e+02 | 1.00e+00 | 8.79e+08 | 1.72e-17 | 1.00e+00 |  1.00e-01   |   0   |
|   2   |   2   |  177  | +5.2921e+02 | 6.22e+00 | 4.18e+08 | 3.07e-01 | 1.58e+06 |  1.00e-01   |   4   |
|   3   |   3   |  224  | +1.3896e+03 | 3.49e+01 | 1.77e+08 | 1.30e-01 | 4.03e+06 |  1.00e-01   |   4   |
|   4   |   4   |  258  | +2.1502e+03 | 3.49e+01 | 4.97e+08 | 5.52e-01 | 4.03e+06 |  1.00e-01   |   3   |
|   5   |   5   |  264  | +2.5328e+03 | 5.33e+01 | 1.45e+08 | 3.81e-01 | 1.63e+07 |  1.00e-01   |   4   |
|   6   |   6   |  270  | +2.7759e+03 | 5.33e+01 | 4.03e+07 | 2.65e-01 | 1.63e+07 |  1.00e-01   |   4   |
|   7   |   7   |  273  | +2.9563e+03 | 5.33e+01 | 9.58e+06 | 1.73e-01 | 1.63e+07 |  1.00e-01   |   4   |
|   8   |   8   |  276  | +3.1363e+03 | 5.33e+01 | 1.46e+06 | 8.67e-02 | 1.63e+07 |  1.00e-01   |   4   |
|   9   |   9   |  279  | +3.2484e+03 | 5.33e+01 | 2.02e+05 | 3.66e-02 | 1.63e+07 |  1.00e-01   |   4   |
|  10   |  10   |  282  | +3.3081e+03 | 5.33e+01 | 2.08e+04 | 1.12e-02 | 1.63e+07 |  1.00e-01   |   4   |
|  11   |  11   |  285  | +3.3391e+03 | 5.33e+01 | 4.10e+02 | 4.22e-04 | 1.63e+07 |  1.00e-01   |   4   |
|  12   |  12   |  288  | +3.3452e+03 | 5.33e+01 | 1.24e+00 | 1.07e-15 | 5.43e+10 |  1.00e-01   |   4   |
|  13   |  13   |  289  | +2.2095e+03 | 2.11e+02 | 6.15e-01 | 1.21e-14 | 5.43e+10 |  1.00e-01   |   2   |
|  14   |  14   |  293  | +2.2095e+03 | 2.11e+01 | 6.15e-01 | 1.21e-14 | 5.43e+10 |  1.00e-01   |   2   |
|  15   |  15   |  294  | +1.6280e+03 | 1.48e+02 | 3.17e-01 | 4.86e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  16   |  16   |  299  | +1.6280e+03 | 1.48e+01 | 3.17e-01 | 4.86e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  17   |  17   |  300  | +1.3173e+03 | 1.03e+02 | 2.07e-01 | 6.38e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  18   |  18   |  303  | +1.3173e+03 | 1.03e+01 | 2.07e-01 | 6.38e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  19   |  19   |  304  | +1.1380e+03 | 7.24e+01 | 1.44e-01 | 2.36e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  20   |  20   |  305  | +6.9029e+02 | 1.59e+02 | 4.33e-02 | 1.62e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  21   |  21   |  310  | +6.9029e+02 | 1.59e+01 | 4.33e-02 | 1.62e-16 | 5.43e+10 |  1.00e-01   |   2   |
|  22   |  22   |  311  | +4.9014e+02 | 1.11e+02 | 1.74e-02 | 5.20e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  23   |  23   |  315  | +4.9014e+02 | 1.11e+01 | 1.74e-02 | 5.20e-17 | 5.43e+10 |  1.00e-01   |   3   |
|  24   |  24   |  316  | +3.8907e+02 | 7.78e+01 | 9.42e-03 | 3.47e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  25   |  25   |  319  | +3.8907e+02 | 7.78e+00 | 9.42e-03 | 3.47e-17 | 5.43e+10 |  1.00e-01   |   3   |
|  26   |  26   |  320  | +3.3373e+02 | 5.44e+01 | 7.47e-03 | 2.91e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  27   |  27   |  322  | +3.3373e+02 | 5.44e+00 | 7.47e-03 | 2.91e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  28   |  28   |  323  | +3.0136e+02 | 3.81e+01 | 5.99e-03 | 3.56e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  29   |  29   |  324  | +2.4788e+02 | 6.22e+01 | 2.08e-03 | 4.47e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  30   |  30   |  328  | +2.4788e+02 | 6.22e+00 | 2.08e-03 | 4.47e-17 | 5.43e+10 |  1.00e-01   |   3   |
|  31   |  31   |  329  | +2.1982e+02 | 4.35e+01 | 1.27e-03 | 3.73e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  32   |  32   |  332  | +2.1982e+02 | 4.35e+00 | 1.27e-03 | 3.73e-17 | 5.43e+10 |  1.00e-01   |   3   |
|  33   |  33   |  333  | +2.0411e+02 | 3.05e+01 | 8.33e-04 | 2.60e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  34   |  34   |  336  | +2.0411e+02 | 3.05e+00 | 8.33e-04 | 2.60e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  35   |  35   |  337  | +1.9474e+02 | 2.13e+01 | 5.82e-04 | 2.84e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  36   |  36   |  341  | +1.9474e+02 | 2.13e+00 | 5.82e-04 | 2.84e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  37   |  37   |  342  | +1.8893e+02 | 1.49e+01 | 4.35e-04 | 2.69e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  38   |  38   |  344  | +1.8893e+02 | 1.49e+00 | 4.35e-04 | 2.69e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  39   |  39   |  345  | +1.8522e+02 | 1.04e+01 | 3.46e-04 | 2.82e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  40   |  40   |  346  | +1.7394e+02 | 3.05e+01 | 2.51e-04 | 3.21e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  41   |  42   |  349  | +1.7394e+02 | 3.05e+00 | 2.51e-04 | 3.21e-17 | 5.43e+10 |  1.00e-01   |   3   |
|  42   |  43   |  350  | +1.6857e+02 | 2.13e+01 | 2.43e-04 | 2.52e-17 | 5.43e+10 |  1.00e-01   |   2   |
|  43   |  43   |  350  | +1.6857e+02 | 1.07e+02 | 7.87e-03 | 2.52e-17 | 1.00e+00 |  2.00e-02   |   0   |
|  44   |  44   |  359  | +1.6857e+02 | 2.49e+01 | 7.87e-03 | 2.52e-17 | 1.00e+00 |  2.00e-02   |   3   |
|  45   |  45   |  361  | +1.0812e+02 | 1.44e+02 | 2.74e-03 | 3.62e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  46   |  46   |  367  | +1.0812e+02 | 1.44e+01 | 2.74e-03 | 3.62e-16 | 1.00e+00 |  2.00e-02   |   3   |
|  47   |  47   |  370  | +9.6112e+01 | 7.51e+01 | 1.42e-03 | 3.06e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  48   |  48   |  375  | +9.6112e+01 | 1.02e+01 | 1.42e-03 | 3.06e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  49   |  49   |  378  | +9.6112e+01 | 4.04e+00 | 1.42e-03 | 3.06e-05 | 1.00e+00 |  2.00e-02   |   2   |
|  50   |  50   |  380  | +9.4399e+01 | 2.25e+01 | 3.65e-04 | 1.27e-16 | 1.00e+00 |  2.00e-02   |   2   |
|  51   |  51   |  384  | +9.4399e+01 | 2.25e+00 | 3.65e-04 | 1.27e-16 | 1.00e+00 |  2.00e-02   |   3   |
|  52   |  52   |  386  | +9.3565e+01 | 1.58e+01 | 3.54e-04 | 9.71e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  53   |  53   |  390  | +9.3565e+01 | 1.58e+00 | 3.54e-04 | 9.71e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  54   |  53   |  392  | +9.3565e+01 | 7.89e-01 | 3.54e-04 | 9.71e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  55   |  54   |  393  | +9.3467e+01 | 5.52e+00 | 3.89e-04 | 1.86e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  56   |  55   |  397  | +9.3467e+01 | 5.52e-01 | 3.89e-04 | 1.86e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  57   |  56   |  398  | +9.3389e+01 | 3.87e+00 | 3.39e-04 | 1.82e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  58   |  58   |  402  | +9.3389e+01 | 3.87e-01 | 3.39e-04 | 1.82e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  59   |  59   |  403  | +9.3338e+01 | 2.71e+00 | 1.95e-04 | 1.91e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  60   |  61   |  407  | +9.3338e+01 | 2.71e-01 | 1.95e-04 | 1.91e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  61   |  62   |  408  | +9.3311e+01 | 1.89e+00 | 1.08e-04 | 1.47e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  62   |  64   |  412  | +9.3311e+01 | 6.93e-01 | 1.08e-04 | 1.47e-17 | 1.00e+00 |  2.00e-02   |   4   |
|  63   |  65   |  413  | +9.3232e+01 | 4.85e+00 | 4.37e-04 | 1.91e-17 | 1.00e+00 |  2.00e-02   |   2   |
|  64   |  66   |  416  | +9.3160e+01 | 6.68e+00 | 5.10e-05 | 1.11e-16 | 1.00e+00 |  2.00e-02   |   4   |
|  65   |  66   |  416  | +9.3160e+01 | 3.34e+01 | 1.06e-03 | 1.11e-16 | 1.00e+00 |  4.00e-03   |   0   |
|  66   |  67   |  420  | +9.0357e+01 | 4.42e+01 | 1.90e-04 | 1.83e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  67   |  68   |  422  | +9.0407e+01 | 4.42e+01 | 8.51e-05 | 4.68e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  68   |  69   |  430  | +9.0252e+01 | 4.42e+01 | 6.77e-05 | 1.44e-15 | 1.00e+00 |  4.00e-03   |   4   |
|  69   |  70   |  432  | +9.0235e+01 | 4.42e+01 | 4.35e-05 | 9.19e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  70   |  71   |  434  | +9.0228e+01 | 4.42e+01 | 1.59e-05 | 1.91e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  71   |  72   |  437  | +9.0227e+01 | 4.42e+01 | 3.87e-06 | 4.34e-17 | 1.00e+00 |  4.00e-03   |   4   |
|  72   |  72   |  437  | +9.0227e+01 | 2.21e+02 | 1.96e-04 | 4.34e-17 | 1.00e+00 |  8.00e-04   |   0   |
|  73   |  73   |  439  | +9.0124e+01 | 2.21e+02 | 4.76e-05 | 2.43e-16 | 1.00e+00 |  8.00e-04   |   4   |
|  74   |  74   |  442  | +9.0118e+01 | 2.21e+02 | 2.44e-05 | 2.26e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  75   |  75   |  444  | +9.0117e+01 | 2.21e+02 | 5.39e-06 | 1.78e-17 | 1.00e+00 |  8.00e-04   |   4   |
|  76   |  75   |  444  | +9.0117e+01 | 1.11e+03 | 3.82e-05 | 1.78e-17 | 1.00e+00 |  1.60e-04   |   0   |
|  77   |  76   |  446  | +9.0113e+01 | 1.11e+03 | 8.29e-06 | 3.90e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  78   |  77   |  449  | +9.0112e+01 | 1.11e+03 | 4.82e-06 | 1.39e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  79   |  78   |  451  | +9.0112e+01 | 1.11e+03 | 7.77e-07 | 2.08e-17 | 1.00e+00 |  1.60e-04   |   4   |
|  80   |  78   |  451  | +9.0112e+01 | 5.53e+03 | 7.63e-06 | 2.08e-17 | 1.00e+00 |  3.20e-05   |   0   |
|  81   |  79   |  453  | +9.0112e+01 | 5.53e+03 | 1.95e-06 | 1.82e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  82   |  80   |  456  | +9.0112e+01 | 5.53e+03 | 1.19e-06 | 1.44e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  83   |  81   |  458  | +9.0112e+01 | 5.53e+03 | 2.31e-07 | 1.91e-17 | 1.00e+00 |  3.20e-05   |   4   |
|  84   |  81   |  458  | +9.0112e+01 | 2.76e+04 | 1.52e-06 | 1.91e-17 | 1.00e+00 |  6.40e-06   |   0   |
|  85   |  82   |  460  | +9.0112e+01 | 2.76e+04 | 3.36e-07 | 1.56e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  86   |  83   |  463  | +9.0112e+01 | 2.76e+04 | 2.01e-07 | 1.86e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  87   |  84   |  465  | +9.0112e+01 | 2.76e+04 | 3.49e-08 | 1.73e-17 | 1.00e+00 |  6.40e-06   |   4   |
|  88   |  85   |  468  | +9.0112e+01 | 2.76e+04 | 7.74e-09 | 1.56e-17 | 1.00e+00 |  6.40e-06   |   4   |

`gtol` termination condition is satisfied.
Number of iterations: 88, function evaluations: 85, CG iterations: 468, optimality: 7.74e-09, constraint violation: 1.56e-17, execution time:  3.6 s.
Found local optimal for Initial point 7
Initial state:
mu = 0.0009952642247242885
fx = 189.69437773338498
Maximum constraint violation: 1.951563910473908e-17
| niter |f evals|CG iter|  obj func   |tr radius |   opt    |  c viol  | penalty  |barrier param|CG stop|
|-------|-------|-------|-------------|----------|----------|----------|----------|-------------|-------|
|   1   |   1   |   0   | +1.8969e+02 | 1.00e+00 | 9.59e+08 | 1.95e-17 | 1.00e+00 |  1.00e-01   |   0   |
|   2   |   2   |  206  | +5.2210e+02 | 6.23e+00 | 4.58e+08 | 3.07e-01 | 3.05e+06 |  1.00e-01   |   4   |
|   3   |   3   |  261  | +1.3892e+03 | 3.50e+01 | 1.94e+08 | 1.30e-01 | 3.92e+06 |  1.00e-01   |   4   |
|   4   |   4   |  304  | +2.1376e+03 | 6.89e+01 | 6.15e+07 | 1.86e-01 | 5.80e+06 |  1.00e-01   |   4   |
|   5   |   5   |  325  | +2.5140e+03 | 6.89e+01 | 1.94e+07 | 1.54e-01 | 5.80e+06 |  1.00e-01   |   4   |
|   6   |   6   |  339  | +2.7584e+03 | 6.89e+01 | 5.54e+06 | 9.78e-02 | 5.80e+06 |  1.00e-01   |   4   |
|   7   |   7   |  348  | +2.9361e+03 | 6.89e+01 | 1.36e+06 | 4.51e-02 | 5.80e+06 |  1.00e-01   |   4   |
|   8   |   8   |  362  | +3.1004e+03 | 6.89e+01 | 2.31e+05 | 3.15e-02 | 5.80e+06 |  1.00e-01   |   4   |
|   9   |   9   |  371  | +3.2321e+03 | 6.89e+01 | 3.12e+03 | 4.39e-02 | 5.80e+06 |  1.00e-01   |   3   |
|  10   |  10   |  374  | +3.3000e+03 | 6.89e+01 | 2.26e+02 | 1.57e-02 | 5.80e+06 |  1.00e-01   |   4   |
|  11   |  11   |  377  | +3.3343e+03 | 6.89e+01 | 4.57e+00 | 1.31e-03 | 5.80e+06 |  1.00e-01   |   4   |
